Source,CH1
Second,Volt
-0.02628800000,-13.60000,
-0.02628400000,-13.60000,
-0.02628000000,-13.60000,
-0.02627600000,-13.60000,
-0.02627200000,-13.60000,
-0.02626800000,-13.60000,
-0.02626400000,-13.60000,
-0.02626000000,-13.60000,
-0.02625600000,-13.60000,
-0.02625200000,-13.60000,
-0.02624800000,-13.60000,
-0.02624400000,-13.60000,
-0.02624000000,-13.60000,
-0.02623600000,-13.60000,
-0.02623200000,-13.60000,
-0.02622800000,-13.60000,
-0.02622400000,-13.60000,
-0.02622000000,-13.60000,
-0.02621600000,-13.60000,
-0.02621200000,-13.60000,
-0.02620800000,-13.60000,
-0.02620400000,-13.60000,
-0.02620000000,-13.60000,
-0.02619600000,-14.00000,
-0.02619200000,-13.60000,
-0.02618799844,-13.60000,
-0.02618400000,-13.60000,
-0.02617999844,-13.60000,
-0.02617600000,-13.60000,
-0.02617199844,-13.60000,
